Event Name,Athlete Name,Team,Mark,Event Type
SP,"Thomas , Tyaja",Iona (F),10.44m,Individual
60,"Putman, Kaia",James Madison (F),7.51,Individual
200,"Putman, Kaia",James Madison (F),24.31,Individual
300,"Mpassy, Holly",James Madison (F),39.12,Individual
400,"Mpassy, Holly",James Madison (F),54.93,Individual
500,"Eberly, Arianna",James Madison (F),1:15.85,Individual
600,"Eberly, Arianna",James Madison (F),1:38.70,Individual
800,"Bell, Evie",James Madison (F),2:22.05,Individual
1000,"Bell, Evie",James Madison (F),3:05.34,Individual
Mile,"Lawson, Katherine",James Madison (F),4:59.25,Individual
3000,"Stanhope, Miranda",James Madison (F),9:30.99,Individual
5000,"Stanhope, Miranda",James Madison (F),16:33.96,Individual
60H,"Henderson, Jordyn",James Madison (F),8.30,Individual
4x400,"Virginia Keys, Esther Germain, Kadence Wilson, Holly Mpassy",James Madison (F),3:46.93,Relay
DMR,"Kristin Giordano, Esther Germain, Evie Bell, Katherine Lawson",James Madison (F),11:51.36,Relay
HJ,"Miller, Paige",James Madison (F),1.59m,Individual
PV,"Concannon, Marlayna",James Madison (F),3.50m,Individual
LJ,"Wilson, Kadence",James Madison (F),5.42m,Individual
TJ,"Venning, Jordan",James Madison (F),12.18m,Individual
SP,"Martellucci, Jaiden",James Madison (F),8.84m,Individual
WT,"Martellucci, Jaiden",James Madison (F),14.88m,Individual
60,"Conca, Roman",Lafayette (M),6.98,Individual
200,"Caba, Alexander",Lafayette (M),22.17,Individual
400,"Pfisterer, John Paul",Lafayette (M),50.30,Individual
500,"Pfisterer, John Paul",Lafayette (M),1:06.42,Individual
800,"Casey, Titan",Lafayette (M),1:55.08,Individual
1000,"Worrell, Quinn",Lafayette (M),2:27.87,Individual
Mile,"Worrell, Quinn",Lafayette (M),4:11.43,Individual
3000,"Sanford II, Alfred",Lafayette (M),8:23.58,Individual
5000,"Brown, Justin",Lafayette (M),15:00.10,Individual
60H,"Liedtka, John",Lafayette (M),8.45,Individual
4x400,"Zach Barban, Dexter DeMarco, Ilios Millett, Ryan Moore",Lafayette (M),3:27.38,Relay
4x800,"Quinn Worrell, John Paul Pfisterer, Alfred Sanford II, Sean Hamilton",Lafayette (M),7:43.09,Relay
DMR,"Quinn Worrell, John Paul Pfisterer, Titan Casey, Alfred Sanford II",Lafayette (M),9:54.72,Relay
HJ,"Sawian, Liam",Lafayette (M),1.89m,Individual
PV,"Hill, Ben",Lafayette (M),4.75m,Individual
LJ,"Curtin, Quinn",Lafayette (M),6.23m,Individual
TJ,"Curtin, Quinn",Lafayette (M),13.37m,Individual
SP,"Downey, Liam",Lafayette (M),14.89m,Individual
WT,"Bowsher, Andrew",Lafayette (M),17.70m,Individual
Hep,"Sawian, Liam",Lafayette (M),4527,Individual
60,"Moczerniuk, Ida",Lafayette (F),7.72,Individual
200,"Waldron, Maeve",Lafayette (F),25.37,Individual
300,"Gallo, Julianne",Lafayette (F),45.90,Individual
400,"Chevan, Nava",Lafayette (F),56.38,Individual
500,"Chevan, Nava",Lafayette (F),1:14.80,Individual
800,"LaSasso, Alexa",Lafayette (F),2:15.78,Individual
1000,"Dineen, Lily",Lafayette (F),2:59.83,Individual
Mile,"Lorey, Emma",Lafayette (F),5:05.82,Individual
3000,"Borah, Elizabeth",Lafayette (F),10:01.26,Individual
5000,"Lorey, Emma",Lafayette (F),17:43.17,Individual
60H,"Awono, Angel",Lafayette (F),9.02,Individual
4x400,"Maeve Waldron, Alexa LaSasso, Elena Malone, Nava Chevan",Lafayette (F),3:51.60,Relay
4x800,"Elena Malone, Alexa LaSasso, Lily Dineen, Nava Chevan",Lafayette (F),9:08.28,Relay
DMR,"Chelsey Cochrane, Katherine Pappas, Lily Dineen, Emma Lorey",Lafayette (F),12:13.02,Relay
HJ,"Ademilola, Mya",Lafayette (F),1.60m,Individual
PV,"Greeley, Julia",Lafayette (F),3.80m,Individual
LJ,"Delmotte, Juliette",Lafayette (F),5.50m,Individual
TJ,"Delmotte, Juliette",Lafayette (F),11.95m,Individual
SP,"Bordwick, Rylee",Lafayette (F),10.74m,Individual
WT,"O'Leary, Erin",Lafayette (F),15.30m,Individual
Pent,"Nichols, Abbey",Lafayette (F),2927,Individual
60,"Lopez, Darion",Manhattan (M),6.91,Individual
200,"Lopez, Darion",Manhattan (M),21.69,Individual
400,"Jefferson, Noah",Manhattan (M),49.14,Individual
500,"Jefferson, Noah",Manhattan (M),1:05.43,Individual
800,"Delaney, Travis",Manhattan (M),1:58.52,Individual
1000,"Guzman, Adam",Manhattan (M),2:34.71,Individual
Mile,"Maund, Sonny",Manhattan (M),4:21.51,Individual
3000,"Newton, Jaxon",Manhattan (M),8:35.28,Individual
5000,"Newton, Jaxon",Manhattan (M),14:52.66,Individual
60H,"Domingo, Ben",Manhattan (M),8.61,Individual
4x200,"Darion Lopez, Shane McCorry, Alberic Gbaguidi, Thomas Dubnov Raz",Manhattan (M),1:30.36,Relay
4x400,"Darion Lopez, Noah Jefferson, Brian Oduor, Harrison Alonzo",Manhattan (M),3:15.98,Relay
4x800,"Travis Delaney, Colby Micheels, Adam Guzman, Brendan Lucey",Manhattan (M),7:58.20,Relay
DMR,"Adam Guzman, Jaiden Bradshaw, Travis Delaney, Jaxon Newton",Manhattan (M),10:25.48,Relay
HJ,"Lytovchenko, Ivan",Manhattan (M),2.01m,Individual
PV,"Haft, Jackson",Manhattan (M),3.90m,Individual
LJ,"Dubnov Raz, Thomas",Manhattan (M),6.92m,Individual
SP,"Kristeller, Alex",Manhattan (M),15.34m,Individual
WT,"Kristeller, Alex",Manhattan (M),22.19m,Individual
60,"Lehr, Skye",Manhattan (F),8.43,Individual
200,"Martinez, Martina",Manhattan (F),27.35,Individual
400,"Martinez, Martina",Manhattan (F),59.85,Individual
500,"Martinez, Martina",Manhattan (F),1:21.02,Individual
600,"Hendricks, Julia",Manhattan (F),1:47.21,Individual
800,"Hendricks, Julia",Manhattan (F),2:23.26,Individual
1000,"Cannizzo, Bella",Manhattan (F),3:06.92,Individual
Mile,"Conroy, Kylie",Manhattan (F),5:09.01,Individual
3000,"Scaglione, Andria",Manhattan (F),9:44.73,Individual
5000,"Scaglione, Andria",Manhattan (F),16:28.33,Individual
60H,"Sing, Isabella",Manhattan (F),9.12,Individual
4x400,"Martina Martinez, Thea Bakken, Lauren Chappell, Skye Lehr",Manhattan (F),4:08.54,Relay
4x800,"Kylie Conroy, Julia Hendricks, Bella Cannizzo, Nicola Scaglione",Manhattan (F),9:37.21,Relay
DMR,"Bailee Christofis, Julia Hendricks, Elaina Batista, Bella Cannizzo",Manhattan (F),12:50.52,Relay
HJ,"Chappell, Lauren",Manhattan (F),1.55m,Individual
LJ,"Sing, Isabella",Manhattan (F),5.52m,Individual
TJ,"Dorvil, Makayla",Manhattan (F),11.15m,Individual
SP,"Stickdorn, Kristin",Manhattan (F),13.59m,Individual
WT,"Gill, Mary",Manhattan (F),18.37m,Individual
Pent,"Chappell, Lauren",Manhattan (F),3117#,Individual
60,"Torns, Ashton",Miami (Fla.) (M),6.75,Individual
200,"Gordon, Jalen",Miami (Fla.) (M),21.57,Individual
300,"Strader, Solomon",Miami (Fla.) (M),33.52,Individual
400,"Strader, Solomon",Miami (Fla.) (M),46.45,Individual
600,"Bambals, Oskars",Miami (Fla.) (M),1:19.26,Individual
800,"Bambals, Oskars",Miami (Fla.) (M),1:47.89,Individual
1000,"Jones, Josh",Miami (Fla.) (M),2:30.19,Individual
Mile,"Jones, Josh",Miami (Fla.) (M),4:12.89,Individual
3000,"Cannon, Austen",Miami (Fla.) (M),8:28.27,Individual
5000,"Cannon, Austen",Miami (Fla.) (M),14:41.39,Individual
60H,"Rhea, Sincere",Miami (Fla.) (M),7.75,Individual
4x400,"Solomon Strader, Ace Malone, Robert Joseph, Oskars Bambals",Miami (Fla.) (M),3:09.54,Relay
HJ,"Sauder, Kennedy",Miami (Fla.) (M),2.21m,Individual
PV,"Campre, Edgar",Miami (Fla.) (M),4.87m,Individual
LJ,"Robinson, Russell",Miami (Fla.) (M),7.75m,Individual
TJ,"Robinson, Russell",Miami (Fla.) (M),16.59m,Individual
SP,"Ingraham, Milton",Miami (Fla.) (M),18.07m,Individual
Hep,"Campre, Edgar",Miami (Fla.) (M),5903,Individual
60,"Pierre-Webster, Makenzy",Miami (Fla.) (F),7.41,Individual
200,"Pierre-Webster, Makenzy",Miami (Fla.) (F),23.41,Individual
300,"Oliveira, Moriah",Miami (Fla.) (F),38.43,Individual
400,"Oliveira, Moriah",Miami (Fla.) (F),53.94,Individual
600,"Grissom, Gabriella",Miami (Fla.) (F),1:30.79,Individual
600y,"Kavanagh, Samantha",Miami (Fla.) (F),1:27.13,Individual
800,"Grissom, Gabriella",Miami (Fla.) (F),2:04.74,Individual
1000,"Scheier, Maddie",Miami (Fla.) (F),2:55.34,Individual
Mile,"Scheier, Maddie",Miami (Fla.) (F),4:55.33,Individual
3000,"Lavassas, Daphnee",Miami (Fla.) (F),9:21.92,Individual
5000,"Lavassas, Daphnee",Miami (Fla.) (F),15:54.09,Individual
60H,"Warren, Christina",Miami (Fla.) (F),8.37,Individual
4x400,"Kennedy Brace, Makenzy Pierre-Webster, Alyssa Robinson, Gabriella Grissom",Miami (Fla.) (F),3:32.83,Relay
DMR,"Maddie Scheier, Krystalann Bechard, Emma Maurel, Natalie Varela",Miami (Fla.) (F),11:32.58,Relay
HJ,"Wright, Taylor",Miami (Fla.) (F),1.80m,Individual
LJ,"Moore, Ashley",Miami (Fla.) (F),6.38m,Individual
TJ,"Moore, Ashley",Miami (Fla.) (F),13.15m,Individual
SP,"Hill, Erikka",Miami (Fla.) (F),16.33m,Individual
WT,"Hill, Erikka",Miami (Fla.) (F),19.73m,Individual
60,"Holley, Adrian",Morgan State (M),6.92,Individual
200,"Holley, Adrian",Morgan State (M),21.92,Individual
300,"Sims, Antonio",Morgan State (M),36.46,Individual
400,"Jackson, Dante",Morgan State (M),48.47,Individual
500,"Jackson, Dante",Morgan State (M),1:06.47,Individual
600,"Bryant, Devion",Morgan State (M),1:23.40,Individual
800,"Bryant, Devion",Morgan State (M),1:56.58,Individual
Mile,"Gray , Davian",Morgan State (M),4:23.11,Individual
3000,"Bennett, Perry",Morgan State (M),8:57.43,Individual
5000,"Bennett, Perry",Morgan State (M),16:17.07,Individual
4x400,"Antonio Sims, Dante Jackson, Tarique Gooden, Demier Shipley",Morgan State (M),3:16.46,Relay
DMR,"Davian Gray, Tarique Gooden, Devion Bryant, Perry Bennett",Morgan State (M),10:17.51,Relay
HJ,"Rankin, Isaac",Morgan State (M),2.01m,Individual
PV,"Brown, Malik",Morgan State (M),4.10m,Individual
LJ,"Robinson, Derick",Morgan State (M),7.40m,Individual
TJ,"McKenzie, Omari",Morgan State (M),14.76m,Individual
SP,"Dillon, Zackery",Morgan State (M),16.55m,Individual
60,"Harris, Makenzie",Morgan State (F),7.69,Individual
200,"Jeffries, Gabrielle",Morgan State (F),25.42,Individual
300,"Jeffries, Gabrielle",Morgan State (F),41.55,Individual
400,"Jeffries, Gabrielle",Morgan State (F),56.33,Individual
600,"Lamborn, Jessica",Morgan State (F),1:41.68,Individual
800,"Fisher, Abigail",Morgan State (F),2:19.84,Individual
Mile,"Fisher, Abigail",Morgan State (F),5:19.11,Individual
3000,"Coke, Crystal",Morgan State (F),10:50.30,Individual
5000,"Coke, Crystal",Morgan State (F),19:40.56,Individual
60H,"Harris, Makenzie",Morgan State (F),8.90,Individual
4x400,"Victoria Francis, Gabrielle Jeffries, Laniyah Henderson, Hemetii Apet",Morgan State (F),3:55.22,Relay
DMR,"Abigail Fisher, Laniyah Henderson, Jessica Lamborn, Crystal Coke",Morgan State (F),12:47.66,Relay
HJ,"Jackson, Tia",Morgan State (F),1.58m,Individual
PV,"Asinor, Ishana",Morgan State (F),3.50m,Individual
LJ,"Jackson, Tia",Morgan State (F),6.00m,Individual
TJ,"Henderson, Laniyah",Morgan State (F),12.18m,Individual
SP,"Lambert, Terine",Morgan State (F),14.46m,Individual
WT,"Johnson, Johnelle",Morgan State (F),18.05m,Individual
60,"Smith, Rahkeem",Delaware State (M),6.78,Individual
200,"Booth-Mitchell, Jalen",Delaware State (M),21.19,Individual
300,"Sims Jr, Alonzo",Delaware State (M),35.42,Individual
400,"Sims Jr, Alonzo",Delaware State (M),48.40,Individual
500,"Guy, Nathanael",Delaware State (M),1:05.81,Individual
600,"Guy, Nathanael",Delaware State (M),1:21.62,Individual
800,"Guy, Nathanael",Delaware State (M),1:57.17,Individual
1000,"Drazan, Marian",Delaware State (M),2:30.18,Individual
Mile,"Drazan, Marian",Delaware State (M),4:12.91,Individual
3000,"Drazan, Marian",Delaware State (M),8:35.44,Individual
5000,"Drew, Jonathan",Delaware State (M),15:38.90#,Individual
60H,"Shelton, Jaden",Delaware State (M),7.98,Individual
4x200,"Jalen Booth-Mitchell, Jaden Shelton, Rahkeem Smith, Evan Knox",Delaware State (M),1:31.32,Relay
4x400,"Xander Roberts-Bogin, Alonzo Sims Jr, Kaven Lester, Nathanael Guy",Delaware State (M),3:20.39(440),Relay
4x440y,"Xander Roberts-Bogin, Alonzo Sims Jr, Kaven Lester, Nathanael Guy",Delaware State (M),3:21.55,Relay
DMR,"Devin Smith, Alonzo Sims Jr, Da'Shawn Keller, Marian Drazan",Delaware State (M),10:10.73,Relay
HJ,"Gray, Malcolm",Delaware State (M),1.96m,Individual
PV,"Kamanu, Peter",Delaware State (M),4.55m,Individual
LJ,"Smith, Rahkeem",Delaware State (M),6.67m,Individual
SP,"Martin, Tyrell",Delaware State (M),15.97m,Individual
WT,"Campbell, Emperor",Delaware State (M),15.55m,Individual
Hep,"Gyan, Jeremy",Delaware State (M),4563,Individual
60,"White, Khaliyah",Delaware State (F),7.74,Individual
200,"Brown, Kortney",Delaware State (F),25.35,Individual
300,"Brown, Kortney",Delaware State (F),41.29,Individual
400,"Okwudibonye, Chidubem (Miriam)",Delaware State (F),55.83,Individual
500,"Johnson, Merasia",Delaware State (F),1:16.75,Individual
600,"Okwudibonye, Chidubem (Miriam)",Delaware State (F),1:37.33,Individual
800,"Johnson, Merasia",Delaware State (F),2:19.40,Individual
1000,"James , Layla",Delaware State (F),3:09.70,Individual
Mile,"James , Layla",Delaware State (F),5:23.44#,Individual
3000,"Lagat, Ashley",Delaware State (F),10:49.61,Individual
5000,"Lagat, Ashley",Delaware State (F),18:56.19,Individual
60H,"Glenn, Catherine",Delaware State (F),8.45,Individual
4x200,"Anajisa Robinson, Journee Wilson, Khaliya Shaw, Safarya Cheadle",Delaware State (F),1:55.36,Relay
4x400,"Chidubem (Miriam) Okwudibonye, Kahlia Smith, Kortney Brown, Merasia Johnson",Delaware State (F),3:50.21,Relay
4x440y,"Chidubem (Mi Okwudibonye, Kahlia Smith, Khaliyah White, Kortney Brown",Delaware State (F),4:00.29,Relay
DMR,"Layla James, Kortney Brown, Merasia Johnson, Ava Larkin",Delaware State (F),12:44.27,Relay
HJ,"Glenn, Catherine",Delaware State (F),1.59m,Individual
PV,"Bond, Annalise",Delaware State (F),3.35m,Individual
LJ,"Hamilton , Kaedance",Delaware State (F),5.81m,Individual
TJ,"Virgil , Sanaa",Delaware State (F),11.56m,Individual
SP,"Almonte, Gabrielle",Delaware State (F),12.28m,Individual
WT,"Pelle, Amber",Delaware State (F),16.78m,Individual
Pent,"Glenn, Catherine",Delaware State (F),2982#,Individual
60,"Flanagin, Davis",NYU (M),7.14,Individual
200,"Brito, Manny",NYU (M),22.34,Individual
300,"Hir, Stanley",NYU (M),39.49,Individual
400,"Brito, Manny",NYU (M),49.75,Individual
600,"Elsanousi, Nabeel",NYU (M),1:28.79,Individual
800,"Aske, Julian",NYU (M),1:51.95,Individual
1000,"Diaz, Jon",NYU (M),2:26.37,Individual
Mile,"Hrycyszyn, Alex",NYU (M),4:18.55,Individual
3000,"Tobin, Ryan",NYU (M),8:17.84,Individual
5000,"Tobin, Ryan",NYU (M),14:40.04,Individual
4x200,"Travis Perry, Matt Marcelo, Nishad Sankar, Manny Brito",NYU (M),1:33.75,Relay
4x400,"Julian Aske, Davis Flanagin, Manny Brito, Nishad Sankar",NYU (M),3:24.38,Relay
DMR,"Jake Chang, Matt Marcelo, Alex Hrycyszyn, Jorge Rocha",NYU (M),10:38.65,Relay
HJ,"Elsanousi, Nabeel",NYU (M),1.72m,Individual
LJ,"Flanagin, Davis",NYU (M),6.53m,Individual
TJ,"Sankar, Nishad",NYU (M),13.77m,Individual
SP,"Lee, Daniel",NYU (M),12.02m,Individual
WT,"Callahan, Grant",NYU (M),11.63m,Individual
60,"Guneratne, Seneca",NYU (F),8.05,Individual
200,"Guneratne, Seneca",NYU (F),26.48,Individual
300,"Okyere, Beverly",NYU (F),44.26,Individual
400,"Okyere, Beverly",NYU (F),1:01.53,Individual
600,"Goodman, Laila",NYU (F),1:45.98,Individual
800,"Mackinnon, Caroline",NYU (F),2:21.83,Individual
1000,"Mackinnon, Caroline",NYU (F),3:15.87,Individual
Mile,"Richardson, Grace",NYU (F),4:49.24,Individual
3000,"Richardson, Grace",NYU (F),9:27.12,Individual
5000,"Richardson, Grace",NYU (F),16:44.20,Individual
60H,"Jackson, Dasha",NYU (F),9.34,Individual
4x200,"Laila Goodman, Beverly Okyere, Seneca Guneratne, Areyanna McCarthy",NYU (F),1:47.09,Relay
4x400,"Laila Goodman, Cindy Leonard, Seneca Guneratne, Beverly Okyere",NYU (F),4:03.07,Relay
DMR,"Vivian Kane, Beverly Okyere, Dominga Rivera, Grace Richardson",NYU (F),11:44.84,Relay
HJ,"McCarthy, Areyanna",NYU (F),1.55m,Individual
LJ,"Walsh, Kate",NYU (F),5.37m,Individual
TJ,"Jackson, Dasha",NYU (F),11.13m,Individual
SP,"Uvieghara, Michelle",NYU (F),12.24m,Individual
60,"Cole, Kai",Norfolk State (M),6.64,Individual
200,"Cole, Kai",Norfolk State (M),21.05,Individual
400,"Bond, Vincent",Norfolk State (M),46.75,Individual
800,"Kitur, Raphael",Norfolk State (M),1:57.27,Individual
1000,"Christopher, Jahquan",Norfolk State (M),2:43.02,Individual
Mile,"Jumo, Victor",Norfolk State (M),4:13.33,Individual
3000,"Kitur, Raphael",Norfolk State (M),8:21.12,Individual
5000,"Kitur, Raphael",Norfolk State (M),14:38.37,Individual
60H,"Richardson, Jonathan",Norfolk State (M),8.00,Individual
4x400,"Tafari Bishop, Premier Wynn, Vincent Bond, Jahquan Christopher",Norfolk State (M),3:10.18,Relay
DMR,"Brian Rotich, Victor Jumo, Devin Mosley, Gidion Sigei",Norfolk State (M),10:12.90,Relay
HJ,"Haywood, Isaac",Norfolk State (M),1.96m,Individual
PV,"Shurland, Andwele",Norfolk State (M),4.25m,Individual
LJ,"Cox-Cooper, Rodric",Norfolk State (M),7.14m,Individual
TJ,"Haywood, Isaac",Norfolk State (M),15.58m,Individual
SP,"McWilliams, Troy",Norfolk State (M),15.42m,Individual
WT,"Richardson, William",Norfolk State (M),15.87m,Individual
Hep,"Shurland, Andwele",Norfolk State (M),4092,Individual
60,"Richards, Indya",Norfolk State (F),7.52,Individual
200,"Farrar, Allysia",Norfolk State (F),24.45,Individual
400,"Lewis, Leanna",Norfolk State (F),55.97,Individual
800,"Wyatt, Jahmei",Norfolk State (F),2:12.06,Individual
1000,"Thompson, Emani",Norfolk State (F),3:08.44,Individual
Mile,"Kimaiyo, Mercyline",Norfolk State (F),5:00.02,Individual
3000,"Sandui, Yvone",Norfolk State (F),9:54.98,Individual
5000,"Kimaiyo, Mercyline",Norfolk State (F),17:23.58,Individual
60H,"Robinson, Brooklyn",Norfolk State (F),8.27,Individual
4x400,"Leanna Lewis, Allysia Farrar, Armani Harris, Jahmei Wyatt",Norfolk State (F),3:50.00,Relay
DMR,"Jahmei Wyatt, Yvone Sandui, Kara Grant, Mercyline Kimaiyo",Norfolk State (F),12:04.21,Relay
HJ,"Kennerson, Aniah",Norfolk State (F),1.63m,Individual
PV,"Brightful, D'Nysha",Norfolk State (F),2.90m,Individual
LJ,"Richards, Indya",Norfolk State (F),5.93m,Individual
SP,"Young, Leslie",Norfolk State (F),14.27m,Individual
WT,"Young, Leslie",Norfolk State (F),18.06m,Individual
Pent,"Richards, Indya",Norfolk State (F),2848,Individual
60,"John, Nazzio",Ohio State (M),6.65@,Individual
200,"Brann, Braxton",Ohio State (M),20.69,Individual
300,"Louis, Mason",Ohio State (M),33.44,Individual
400,"Louis, Mason",Ohio State (M),45.89,Individual
600,"Kenish, Alex",Ohio State (M),1:16.74,Individual
800,"Kenish, Alex",Ohio State (M),1:50.79,Individual
Mile,"Carney, Sean",Ohio State (M),4:08.56,Individual
3000,"Carney, Sean",Ohio State (M),8:13.75,Individual
5000,"Copploe, Giovanni",Ohio State (M),14:05.95,Individual
60H,"Brann, Braxton",Ohio State (M),7.71,Individual
4x400,"Antonio Hanson, Armani Modeste, Noah Carmichael, Mason Louis",Ohio State (M),3:07.09,Relay
DMR,"Evan Hughes, Jaxson Eckert, Alex Kenish, Alex Dediu",Ohio State (M),10:09.79,Relay
HJ,"Miller Jr., Shaun",Ohio State (M),2.15m,Individual
PV,"Edwards, Daniel",Ohio State (M),5.03m,Individual
LJ,"Fillmore, DJ",Ohio State (M),7.69m,Individual
TJ,"Kellon, Brian",Ohio State (M),14.44m,Individual
SP,"Tobias, Hayden",Ohio State (M),20.01m,Individual
WT,"Watson, Tanner",Ohio State (M),20.40m,Individual
60,"Bertrand, Leah",Ohio State (F),7.22@,Individual
200,"Bertrand, Leah",Ohio State (F),23.73,Individual
300,"Conde, Fatouma",Ohio State (F),38.67,Individual
400,"Murphy, Bryannia",Ohio State (F),52.69,Individual
600,"Eckels, Lilly",Ohio State (F),1:33.89,Individual
800,"Mosley, Aniya",Ohio State (F),2:04.29,Individual
Mile,"Mosley, Aniya",Ohio State (F),4:43.45,Individual
3000,"Kuhn, Andrea",Ohio State (F),9:24.35,Individual
5000,"Santos, Daniella",Ohio State (F),16:07.33,Individual
60H,"Spencer, Janela",Ohio State (F),8.19,Individual
4x400,"Columba Effiong, Bryannia Murphy, Fatouma Conde, Chanler Robinson",Ohio State (F),3:37.23,Relay
DMR,"Gia Napoleon, Victoria Higgins, Carina Napoleon, Akemi Von Scherr",Ohio State (F),11:28.05,Relay
HJ,"Ugarte, Amaya",Ohio State (F),1.85m,Individual
PV,"Kuhn, Abigail",Ohio State (F),3.95m,Individual
LJ,"Watson, Kayla",Ohio State (F),6.04m,Individual
TJ,"Myle, Zamesha",Ohio State (F),12.35m,Individual
SP,"Stringer, Lacey",Ohio State (F),16.59m,Individual
WT,"Stringer, Lacey",Ohio State (F),17.71m,Individual
60,"Rogers, Jasiah",Purdue (M),6.66,Individual
200,"Miller, Cameron",Purdue (M),20.40,Individual
300,"Riley, Jahn",Purdue (M),33.66,Individual
400,"Otterbacher, Brett",Purdue (M),46.83,Individual
500,"Otterbacher, Brett",Purdue (M),1:02.50,Individual
600,"Otterbacher, Brett",Purdue (M),1:17.77,Individual
800,"Gomez, Joel",Purdue (M),1:53.11,Individual
1000,"Sandlin, Logan",Purdue (M),2:39.15,Individual
Mile,"Bell, Kiefer",Purdue (M),4:03.99,Individual
3000,"Yoder, Brady",Purdue (M),8:12.97,Individual
5000,"Walker, Nathan",Purdue (M),14:12.92,Individual
60H,"Sandlin, Logan",Purdue (M),8.58,Individual
4x400,"Cameron Miller, Brett Otterbacher, Jahn Riley, Eric Young II",Purdue (M),3:09.44,Relay
DMR,"Caleb Williams, Connor Czajkowski, Ian Hunter, Nathaniel Getachew",Purdue (M),9:50.93,Relay
